1300,Rejected row by quality filter: roof_ux_eqx_m exceeds drift-ratio cap,mega_extreme,215,3,2,4,3,24.029978903683155,14.672298453477515,10.509533925678474,11.147787345759767,2260.188047440953,1,1,0.4611125869916042,0.9558944151620916,2.0294234764499017,1.3678903845477899,1.0491040679296948,1.2400453277516603,0.9893283680668818,4.163139622657447,5.1332194656694945,1.1762997296347122,1.1163543303705017,43.112620843370756,0.03380929091020587,0.06563826771846996,0.3455529500143536,0.3199326969830703,18.63578772104364,11.278711528642113,22.55253962826454,0.4586139340082089,0.16394198123358417,0.6778244837320565,0.0,0,1.1545019767590698,1,0,0,0.0,0.019017743622990836,major_one_end,1,fixed,2,rigid,2,0.2792068430714151,0.0007397827991589168,0.12054287018644616,1.087228409889388,1.8505920015690478,0.05535829859038694,3.5,1.2467819491688645,0.23980752008011325,1.3805475904209321,1.083202873523785,1.1407048778297855,0.7987879194831651,49.55561890468853,1.140187327876537,1.0017126119938442,0,0.2254225759593604,16.119507677181957,2,0.030967289594179992,0.03798773030976429,0.018991969301267706,0.037131608529875015
1349,Rejected row by quality filter: roof_ux_eqx_m exceeds displacement cap,mega_extreme,207,4,3,5,4,29.545967234806824,28.766132391245915,15.010979523502929,16.228795290297583,3108.490577131901,1,1,0.6904850332747993,1.1873245410581488,1.3972807820135875,1.2332959671667205,0.8894365944796291,0.92337026123999,1.17204275360058,1.7565848609687191,6.290317964226379,3.5568027222131615,1.0734809145554054,58.221127950690075,0.07314841040747042,0.07368537995387074,0.3305270178881796,0.07007776329531877,41.09635152851663,85.46234229386738,32.76054591894617,0.33168529511960876,0.1151102652670091,0.5094914919095825,0.0,0,1.1691598119815998,1,0,0,0.0,0.03101735562059578,major_one_end,1,fixed,2,none,0,-0.05565522090558994,0.11864976346525734,-0.21896746368696324,1.04180417736382,0.9617389539386255,0.015327133872787271,3.5,1.0931363200302417,0.1505321109035062,1.232922923241098,1.03137057897206,0.9713487583858846,0.6728585501220732,-3.520079497844877,1.211164953060201,1.7377761226897586,0,0.0654007523824042,4.956919794903243,6,0.01257796926556911,0.034914931385100434,0.0433434347331703,0.011402289138266516
1358,Rejected row by quality filter: roof_ux_eqx_m exceeds displacement cap,mega_extreme,197,2,3,3,4,13.649049955923873,19.721255270136954,13.622466568485354,13.800800225932763,2683.804247649062,1,1,0.4038566254107564,0.9522909444399257,1.4430362192060207,1.4370671349932715,0.9943868965421414,0.8894373064391595,0.8785168355705697,3.6463132340671978,3.4302933742087025,3.347412355085978,1.648812742768643,25.943270075081923,0.0267851785130679,0.08869735692184515,0.2953524066217033,0.4174314539482481,19.53359817204987,63.51356214053065,2.481120506079515,0.030441283631336732,0.13299134052417833,1.1213367272862156,0.0,0,1.2232593005674275,1,0,0,0.0,0.01258192014638102,major_one_end,1,mixed,1,rigid,2,-0.0038645535749475823,0.377087611957408,0.21682978631500688,1.9969967295932274,1.0660090559892514,0.015231967036293037,3.5,1.2200020490080143,0.02549960354507994,1.373601632173386,1.290729738393801,1.0137642275153498,0.8924567991112944,3.4067201521381847,1.1875826727491399,1.4789187579176883,0,0.13603850177500149,10.122801255039468,6,0.01834010224149217,0.02475822307142103,0.06891006261623792,0.047480788565064595
1361,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,mega_extreme,150,2,3,3,4,28.584181660069184,14.549520297726579,14.147060791563598,14.190600381482573,2122.102658324459,1,1,0.42042586831701234,1.0067801395282217,0.9125029991351765,0.8228975442735889,0.9621535009339972,1.0666711722708766,1.0816236727071677,2.723226960959843,4.487148268928449,3.7657109263313853,1.6370542961202585,21.549915626509552,0.07834593504254647,0.06514110461728681,0.05358145670370907,0.18180454996685305,21.49982228060582,72.31461879217866,51.93821254871888,0.05968909169398648,0.23427124803644844,1.4527554288535947,0.0,0,1.0505849105975367,1,0,0,0.0,0.033222998476714095,major_one_end,1,mixed,1,none,0,0.3181944585579557,0.013870993181484749,0.08954151203527033,1.2371745024735294,1.4939116253082068,0.05550502836313045,5.5,1.252057278922383,0.24688542139925745,1.777398993863311,1.2995355996797058,0.9851177251164874,0.6085721259541174,2.1554104795179994,0.8524118238178994,1.3434367583004923,1,0.06404434918891119,1.964999706009417,4,0.030519187256160856,0.022572623859072265,0.02250566003125854,0.008316275389240011
1366,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,triple_twin_mega_cluster,160,9,2,10,3,14.123369020133294,13.11144304322925,9.350552432298533,9.43167710128571,1496.1695138367525,1,1,0.802616253472203,1.3284745720528615,1.1522278688120142,1.6757214345683766,1.0383684928019088,1.0559567800296439,1.0770367038168218,1.1481257646172498,6.312840855803022,0.30387791944522013,2.2724539487349986,17.647653963015898,0.026616155117306715,0.028660340056627147,0.10756951418895985,0.41933252132120713,18.980937732718367,66.75140716222501,0.0,0.0,0.16151092665074687,1.3516588079090914,30.64419262510947,5,1.8554972728905286,6,3,5,30.64419262510947,0.01868946248293788,major_one_end,1,fixed,2,partial,1,0.3370668739037924,0.3723678458583461,0.012621643028783325,1.6804931952692357,1.8272454597704268,0.028211467505580692,3.5,1.099942355050244,0.11829017521853873,1.4199881609405218,1.4260884416688595,1.0215037477285722,0.7003166666981734,86.55006868918936,2.070151002366911,1.3470959564051808,0,0.04879117307854461,6.512292391642476,7,0.04845568148406242,0.0062203040616624124,0.04285997983808455,0.06593135376518117
1400,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,mega_extreme,108,3,2,4,3,27.177477331634858,16.669174767262568,11.866760249364606,13.348785401995121,1283.0921320840082,1,1,0.7941483012965855,1.371713201615676,1.2856625445245242,0.9872107341920936,0.9496849174126538,0.9520431625434632,1.173390359543872,3.8269543967314066,6.928787785748194,0.8554115535224982,1.6819325884133667,51.807433389556806,0.023083873324890654,0.021648404569777402,0.19732408645652744,0.33458429273018137,29.421462991087573,56.796951263913954,79.17408096742507,0.3281406810281277,0.21191875728018766,0.678064499413594,0.0,0,1.0243208065468188,1,0,0,0.0,0.035654496247689516,major_one_end,1,fixed,2,none,0,-0.2093838516673514,0.35164290843117246,0.02054260989282597,1.8432110276584037,1.638342732067286,0.05454809209399814,3.5,1.1254636756924297,0.0771002358142263,1.0909803384633887,1.2949895318281077,1.1333255361020036,0.8482820437364649,-4.725845130946018,1.9535838280740978,1.556401586580292,0,0.028329301996659617,3.994100875318535,5,0.008358655718356835,0.012283565634114414,0.06609816656438527,0.06006219399753992
1411,Rejected row by quality filter: roof_ux_eqx_m exceeds displacement cap,mega_extreme,207,2,3,3,4,14.559143546974234,10.346229582018339,14.814142319808994,15.112539745035699,3066.825857625688,1,1,0.3121784143957583,0.8718829151110747,1.2400076942016611,1.2801773659967113,0.9599532787456801,1.2385996127050236,1.166898258076781,1.1283840675410313,2.533060486466437,0.13299525937428225,1.3040979951641645,38.17677748309855,0.016139042826016733,0.014789435784810161,0.300909593424508,0.11877009840511973,18.02246761998317,32.31326604173832,50.28590602779303,0.25685061851388113,0.08590288015760256,0.928811357077414,0.0,0,0.8092162709787168,1,0,0,0.0,0.023518922309033786,major_one_end,1,fixed,2,rigid,2,-0.3413502781764106,0.2221539173823627,0.05004286590368423,1.5310306943695038,1.5042573498274763,0.049386893022200166,3.5,1.247872817450847,0.3432705512971965,1.5406228826460544,1.1871777691591947,1.1875348149677514,0.6772287724336781,94.39980583435326,0.9608118416651101,1.0896924622692659,0,0.13658842391113085,9.095206363319726,8,0.03143378015072413,0.03187175468049141,0.01984243249094574,0.05992242036477681
1413,Rejected row by quality filter: roof_ux_eqx_m exceeds drift-ratio cap,triple_twin_mega_cluster,206,6,3,7,4,12.356443378852902,13.44716942380191,9.475191310673011,10.724091367120533,1953.138310055088,1,1,0.49848289673403234,0.942172980110038,1.1990457718325298,1.6034664544322625,1.0609080528926857,1.2271365963864396,1.1784273414605855,2.489324949402084,6.6103399777714165,2.8821459623155854,1.6298623822149407,63.580090860137126,0.08427927946833022,0.018975876303396602,0.17486194606683703,0.18724975974660385,26.08040554668338,42.914721981264826,0.0,0.0,0.14481840454340406,1.3948894209492875,48.854014351837264,6,1.815438218109179,6,2,5,48.854014351837264,0.01369908407552473,major_one_end,1,fixed,2,rigid,2,-0.17468024952893813,0.29777469367728865,0.21629358783544905,1.8167097839288437,1.3439971605873295,0.044624227329510394,3.858702930390349,1.277194057396411,0.04156060110645791,1.9519544556447066,1.4068284137080023,1.1634733137578932,0.9095974626600141,42.95886507407112,1.233989211794713,1.1452905987366038,1,0.18659002129902594,3.776238800712193,6,0.026376972665270896,0.04486144812438726,0.07124346866793338,0.01922147925794323
1421,Rejected row by quality filter: roof_ux_eqx_m exceeds drift-ratio cap,mega_extreme,202,4,4,5,5,18.586629758755237,29.223585194933676,12.863054977736521,14.343623099852124,2599.817673624893,1,1,0.7014088731103326,1.4641685247540317,1.7767295601198252,0.8604672193864047,0.8812958927469027,1.1574977326585936,1.151740132841636,3.9662763915234462,1.5988956632752083,4.025753956793051,1.9660820285213787,47.53870272657192,0.03176637426192523,0.07156229094559065,0.17269672783630763,0.4459471216609982,18.227998226016194,97.24581340790932,39.167104432090284,0.37734836202236965,0.14382188410127883,0.7640698623044667,0.0,0,1.0060253437605602,1,0,0,0.0,0.016397493506506145,major_one_end,1,mixed,1,rigid,2,-0.26462822224479887,0.23635085185928983,0.11369764578784658,1.7687371501956881,1.9794637356986067,0.015224524615713289,5.5,1.1813868068290538,0.34586348385102694,1.7645872803327483,1.2151035803853478,1.152844987750376,0.8463742939666522,90.33529144435384,0.986133371274942,1.0702641375862505,1,0.18325611085602064,14.45391697437374,6,0.02228579124150934,0.039007099504961014,0.04316026523844613,0.06630483498176475
1441,Rejected row by quality filter: roof_ux_eqx_m exceeds drift-ratio cap,mega_extreme,116,3,2,4,3,18.775261492788403,28.876810209212948,15.829141172495397,17.22208445467322,1837.5733192916439,1,1,0.8968236812146475,1.4794044823045,1.3015821653658737,1.6778721750125323,1.039819384821168,1.1462446815370932,0.9321029423972116,1.4611242491589045,3.299535627985712,2.5568538838785244,1.9165752114633985,58.59365805420479,0.011041480252204163,0.016403871435675867,0.6003399478582397,0.5788670715618867,30.878396506916047,71.75215435187201,23.353563278174157,0.07874785348083457,0.13324881909313652,0.7844279457847536,0.0,0,1.236221202776921,1,0,0,0.0,0.040559839261170134,major_one_end,1,mixed,1,rigid,2,0.235136098278947,0.18847533177870968,-0.20084001305249216,1.3007510111500185,1.653345803633727,0.01589014883237661,3.5,1.1007770886210297,0.16232696883710893,1.001981605573838,1.2827213100906434,1.0092901132606316,0.8389002122994303,89.02718441580829,1.5730822789447916,1.525258085152656,0,0.0076489232796723705,5.588070583091634,7,0.029078354663565016,0.04174887511966161,0.022862459279919638,0.04630318191767797
1447,Rejected row by quality filter: beam_m3_grav_kNm is unreasonably large,triple_twin_mega_cluster,163,8,2,9,3,13.0894338001614,12.898921570975615,9.55977612057232,10.288855808434741,1558.9725873411505,1,1,0.5155773574300861,1.3476660590924838,2.1564340768579977,0.8232049195974532,0.8961360180736293,1.074467069284066,0.8924409760586268,1.6635272844462587,6.3690815126427225,0.1291152249113786,2.3420808712910435,9.946952103814588,0.019273895757938968,0.041227263146743236,0.21231270206081337,0.39580732432905297,16.137829117986062,68.90628348084417,0.0,0.0,0.17675888884040233,1.022892315140199,56.10243861597433,6,1.6381781581462926,6,4,5,56.10243861597433,0.021990455021459736,major_one_end,1,fixed,2,rigid,2,-0.30467377450993854,0.07919751951834951,-0.13894629535165448,1.8886813691559543,2.372229495735641,0.02998056902356591,5.5,1.2507291875712025,0.1321287036521647,1.8715941073811406,1.4943261375024943,1.2403385554652115,0.8967627315068569,42.27005487177312,2.090018095667676,1.2209396223697373,1,0.10959567418728716,7.106609363954289,6,0.01688560414860294,0.02732534867788685,0.015947435935906567,0.06625207116000315
1449,Rejected row by quality filter: roof_ux_eqx_m exceeds displacement cap,mega_extreme,151,3,3,4,4,10.61673514624815,26.185502321702177,18.265782166467964,18.368955298357353,2758.236280268552,1,1,0.9960021149701576,1.2395989890376184,1.079265847294792,1.782279964965869,0.897066229327507,0.8790188167568905,0.8596722518230737,2.7455691996604203,7.46916039329523,0.08480237133949853,2.5953881482638543,22.84404440978423,0.02752483724146005,0.06630318282957895,0.20936784612017836,0.21352136780969797,22.53062709089949,36.53714763201229,28.802584119941315,0.41052740113936836,0.08744718411065062,1.4787133823565266,0.0,0,0.7494891801826317,1,0,0,0.0,0.04895069975942175,major_one_end,1,mixed,1,rigid,2,0.32916169565901876,0.07648031961388231,0.07372665384534266,1.991180149152863,2.17423225471294,0.0299305511389232,3.9153295864460507,1.078729182001287,0.3300474231529908,1.2454115696279184,1.2548076570500688,1.0549667885190301,0.7445077601018066,88.45044944207356,1.539898582465338,1.3403772744613933,1,0.11025289150089898,6.918184175006688,1,0.02776972904688417,0.02102803357295551,0.062328289939009775,0.044250729533610055
1465,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,twisted_quad_bridge_cluster,98,7,6,8,7,14.163908746236523,14.125644117495451,9.74052454996595,10.393189524194176,955.2240708708914,1,1,0.7433298898225809,0.9261131938467613,1.4251448504292783,0.8899472981731192,0.8027734350589856,0.8704920610820271,1.086885915680277,1.1540821363787734,7.145260344846117,3.797220401922285,1.0194001960144017,40.67497618644885,0.010820153003770417,0.018735585086272398,0.23441545415940646,0.34857211157886586,16.631641608437043,96.80013885772293,0.0,0.0,0.15577808682454947,1.0095332742699867,20.583081173917787,4,1.2601005763390054,4,5,4,20.583081173917787,0.02101361231905886,major_one_end,1,mixed,1,rigid,2,-0.02768454058430092,0.3633906834120608,-0.13986789580762765,1.3783960255323695,2.409810675428591,0.06544405435478687,3.5,1.2638451332194878,0.05991148534451359,1.699274017316029,1.4014006450579153,1.0179438495085804,0.6173439429864075,47.41402871208266,1.6720068922298452,1.7133809182933402,0,0.0792382553323297,6.788760162071665,4,0.03297848275557137,0.006205703239315062,0.07532606997678587,0.04792346764613068
1476,Rejected row by quality filter: beam_m3_grav_kNm is unreasonably large,triple_twin_mega_cluster,237,6,2,7,3,14.925713065752012,12.850241471508738,9.598737067845857,10.775544517289967,2276.077492528912,1,1,0.7634310451884766,1.133164893447509,1.1920710101418686,1.113470403786677,1.1500654525877272,1.2459083939145206,0.9555667321785567,1.4945263340242598,1.9620377386599333,3.769097781194301,2.161600562016356,39.6977114534254,0.013616510915437896,0.01648455931932115,0.20396506710078893,0.1284238857101523,15.190396909135382,69.09875194223542,0.0,0.0,0.1826234009729709,0.9470007332051327,59.403160640032816,4,1.1139680444733946,6,3,5,59.403160640032816,0.03747242022363605,major_one_end,1,pinned,0,rigid,2,-0.168984884437033,0.37724564691829615,-0.1694486014771664,1.3119068369519318,1.0474140468559203,0.021864384226084645,5.5,1.1190127873883364,0.01615895288850432,1.145194876706456,1.0188291897937303,0.9573769848914078,0.671388037522851,40.14769968209108,1.1262683948042223,1.4518304568302658,2,0.185925892108986,5.097360022718706,4,0.03550513545315745,0.04947909988102786,0.027845162894353626,0.008009988416186813
1477,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,triple_twin_mega_cluster,122,6,4,7,5,12.168116030461562,11.886143742311031,9.123325640053341,9.719092351004484,1113.6414947974588,1,1,0.4482753549021801,1.0507895776744525,2.0829287968189947,1.0512979966523082,0.860385856422264,1.190730402454804,1.0031765985729941,1.5729427881076403,6.382851061785828,3.285871642359929,3.0796594874410177,58.03434803543782,0.06554522895566373,0.022879290041902083,0.10517425206972064,0.2502441082969279,8.704514997763056,59.39592384778877,0.0,0.0,0.07052384944802101,0.9010867198398405,49.10346255850435,7,1.2408060405101824,6,3,5,49.10346255850435,0.020274539465906023,major_one_end,1,mixed,1,rigid,2,-0.20477709243032582,0.09636127445851256,-0.21812105452380653,1.0497632516265705,2.0239750943644124,0.03214419293913323,3.5,1.1612088775560998,0.11202243305045805,1.478786413248172,1.4325053270975983,1.023229844436457,0.9165038692489513,86.86947607837614,0.8017222491610745,1.5473612169928534,0,0.10290845195103887,5.2141921137377025,2,0.03966921112637293,0.010970200896487939,0.051441239834730666,0.008935067220203806
1485,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,triple_twin_mega_cluster,239,9,3,10,4,13.319174804932814,14.392945370979897,9.03315322699514,10.16971403423706,2160.0601820590805,1,1,0.40106233836820165,1.2882469963083436,2.0857829102905083,1.5635711514555577,0.9278832020884471,1.1857089465608313,1.2348386480057485,2.790883262702339,5.740049447678949,1.8225703877181703,1.7789822282820422,34.77380435172225,0.025770647664467614,0.06515212174160763,0.0915397587130645,0.263081841100693,6.578916784932025,58.52426997111877,0.0,0.0,0.1273543207336817,0.75366362231421,20.51164510670866,7,1.2419834984966378,6,3,5,20.51164510670866,0.013404379388660601,major_one_end,1,mixed,1,rigid,2,-0.16885505788869076,0.382513579849146,-0.11170843077377468,1.2526950610972403,1.1496608970262903,0.04961480493980561,3.5,1.1712063009628473,0.33029125172665064,1.5049692170862548,1.4826737918306796,1.2217110337425212,0.9169206666686253,48.80677867841693,1.476977309052982,1.1657610508791858,1,0.23129486871195892,7.243589539475757,8,0.027598544600355414,0.04584866334856929,0.03630650237305218,0.032172150724984125
1487,Rejected row by quality filter: roof_uy_eqy_m exceeds displacement cap,mega_extreme,181,2,3,3,4,27.493957704822478,15.890955607126433,13.344929106756211,14.783758277673284,2416.8709974937915,1,1,0.8472737131098552,1.0838752563450003,2.010104330345735,1.2717924416026252,1.1537634109843011,0.9936596382247339,1.2238285826704176,2.511225660636355,6.220532121454073,0.9759727871004692,2.16773679116267,25.677695819763677,0.011018123956049975,0.044981900434743635,0.14123976935382712,0.223338467233503,23.458696894031803,35.49573225234239,70.14459649985017,0.10747125264605444,0.1715985771453568,0.7054633260832102,0.0,0,0.9085519089954294,1,0,0,0.0,0.03691180218323827,major_one_end,1,pinned,0,rigid,2,-0.12503623652632298,0.16923055887996694,-0.2149154122788009,1.2376850993040707,1.899789587643214,0.04571147572916666,3.5,1.2792637472642627,0.10343983484783477,1.1293178728594508,1.0996741831044443,1.0389754419837924,0.8090236287160633,48.54942075503685,1.9284673021099072,1.2546804736479107,0,0.19382810629586417,15.809723073311686,0,0.03198617295727565,0.04304498034927648,0.027941573596533792,0.0519369733214278
1492,Rejected row by quality filter: roof_uy_wy_m exceeds drift-ratio cap,triple_twin_mega_cluster,215,8,2,9,3,14.112580926090711,14.527324946159593,9.509138246158258,10.892802682015535,2045.848387359883,1,1,0.9740727593737513,1.2760455483685975,2.3248578890776517,1.6858902174383468,1.1372377865342038,1.2256372971535856,1.0602150567090052,3.9198822998927474,5.109682503128278,3.881304790883458,2.68025549056612,51.229038941703735,0.044275930949956355,0.07370302994609242,0.12854640328511163,0.11161637035937798,21.26791990176176,41.488867912016154,0.0,0.0,0.15526117140828477,1.3819975198274919,32.56604814432265,4,1.4929808492499004,6,3,5,32.56604814432265,0.02086575526980941,major_one_end,1,pinned,0,rigid,2,-0.2078398846696317,0.02051059529406185,-0.19963575258546823,1.3012195718592676,0.9743569714327687,0.07162094282893153,4.491101994284131,1.110540197467391,0.26512723063597243,1.301337625398721,1.357591138291346,1.1967269016646958,0.7440712153727008,43.22228953630853,1.2924298958064555,1.4645977192029063,1,0.08740992884606041,7.26097363408787,2,0.025885984485210914,0.027330066396961977,0.009764272910533002,0.019782725660715518
1493,Rejected row by quality filter: beam_m3_grav_kNm is unreasonably large,triple_twin_mega_cluster,173,8,2,9,3,13.162208880212608,12.748816177441228,9.253329098193857,9.333412561026316,1600.9060174503697,1,1,0.31498016806767026,1.1591771812667535,1.258107800843275,1.7648764429692805,1.0729875313955235,1.0402554003107332,1.1949409157672988,3.0581817603647474,7.423671735783291,1.1940419187651767,1.0601444755330267,32.43809330104469,0.026342179459179008,0.07685848561175451,0.29384960730195886,0.3386246190827067,26.867180544198824,37.45932997877223,0.0,0.0,0.19905053973362352,0.8712027928662686,56.854258332577274,6,1.0272844634318141,6,3,5,56.854258332577274,0.03710942998361207,major_one_end,1,mixed,1,rigid,2,0.24727377893226166,0.3113801278287948,-0.015199952777843806,1.5798690534821227,1.9659029302121043,0.059740902881941026,3.5,1.0878075006399217,0.3105714136313434,1.9370111400139942,1.2010325634341532,1.22401306821209,0.7882769034121659,2.3288044678684496,0.7642391246260091,1.091133096248906,0,0.23525139477456128,2.749045721304467,5,0.028292978218732043,0.01698693664227813,0.042589482540107006,0.04962878957233441
1502,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,triple_twin_mega_cluster,165,9,3,10,4,13.719404195570078,11.501197944384932,9.690915035869969,10.963982948389686,1600.2740488310646,1,1,0.6696192341923229,1.4274846239194998,1.7579947615826492,1.5263917726908738,0.8619637033299452,0.9362472556373699,0.9448092664122291,2.5493844145268905,6.437142202299332,4.156984056725388,1.8828525306635193,42.31683744244414,0.03361427203714172,0.048062152434732705,0.1340946671815178,0.4189873022097568,19.655512108212868,50.75731471870286,0.0,0.0,0.06015956333260898,1.3524499094784506,24.60623825363324,6,1.9743423853769855,6,2,5,24.60623825363324,0.03176924747929427,major_one_end,1,mixed,1,partial,1,-0.34011361359802056,0.30402521564215573,0.1677687507274585,1.4126512527955786,1.6396152848167946,0.018404250475494557,3.5,1.016943148695199,0.2559789170966568,1.7998640441187217,1.0543334261916297,1.2264788069051271,0.9358106645476111,94.7828810510125,1.9354546983136764,1.1781134266792157,1,0.23850892173532298,2.0841371158129265,4,0.024933173179842026,0.011968966037062496,0.022406462464625992,0.05726200601332065
1517,Rejected row by quality filter: roof_ux_wx_m exceeds drift-ratio cap,mega_extreme,188,4,4,5,5,21.9589745802677,18.72689862771928,18.94503942025825,19.323390651680146,3562.045762239973,1,1,0.5750541257026658,0.9436449327528675,1.1091556325398546,1.5097884170243026,0.8812324158078639,0.9891495863509164,1.2328036505843154,3.2410311955673814,6.754257292931819,0.5194066930258018,1.7268496231210242,59.049602002454414,0.07483704674072987,0.06787599872178011,0.49566544228584514,0.4141539652004595,27.385204656216008,92.19443076668514,33.346872838345824,0.05905899320789793,0.21214899980913304,1.3417022751223733,0.0,0,0.9845137927616745,1,0,0,0.0,0.022386149356741082,major_one_end,1,mixed,1,rigid,2,0.24447697327094497,0.34554510870979566,-0.11973937971427162,1.7053071277872385,2.3953092429092138,0.06309063618674017,3.5,1.181355769570656,0.2724579960026729,1.6181365822222287,1.0143699222907068,0.9860507250326724,0.9206489150362632,94.579768754376,1.2809742249617113,1.6573666118334445,1,0.008873135207673882,3.683272975017129,6,0.04284566286078109,0.0436575968455093,0.03406945970333332,0.03028054698535581
1522,Rejected row by quality filter: roof_uy_eqy_m exceeds drift-ratio cap,twisted_quad_bridge_cluster,103,7,6,8,7,15.370836818740072,14.794931297783787,9.557358417613996,9.647712058603215,984.4982706552308,1,1,0.6252646250883416,0.869964738944009,1.117243322571194,1.0112449258672616,1.0511022934871483,1.044423810373341,0.890882717039543,2.9070324991140257,7.151703351825659,2.195575032748509,1.3294772783381146,40.94644998403943,0.08435087559186277,0.019272835540470892,0.1948151327504681,0.2351565102042046,25.470867614778278,46.63902534986319,0.0,0.0,0.17773431993230632,1.0794429806975772,24.93591692188442,6,2.3151693808082032,4,4,4,24.93591692188442,0.027485576271310305,major_one_end,1,fixed,2,rigid,2,0.10712686804371424,0.36347949980922495,-0.006282221567742274,1.9769962533877248,1.9160208733055137,0.0604488149883644,5.5,1.2201754912198346,0.18291942263099514,1.7726170718795715,1.0178664762011271,1.2298301871243649,0.9292599458060948,-4.312455279685614,1.112893387628072,1.2029025501649044,1,0.06425624558131318,1.1812505323325877,7,0.03524460520778391,0.04442622682515986,0.057077377897100476,0.035990700945691956
1526,Rejected row by quality filter: roof_ux_eqx_m exceeds drift-ratio cap,twisted_quad_bridge_cluster,96,7,6,8,7,14.208118865210407,14.934527677110282,9.886185699372302,10.275309149721675,949.4629505900904,1,1,0.7043053187545525,0.9789782942745497,1.0790128253448172,1.066821032356208,1.0405251876657446,1.0044902312073298,1.129608373707466,4.1086692390398465,2.67274065018188,4.526470549685612,1.1332606757040327,23.100906344372124,0.0751840054339421,0.0246985774390971,0.38181171504309935,0.37085314540228626,16.898744432652823,66.09629206915622,0.0,0.0,0.15516884248023763,1.5800903593293645,21.600489906155826,5,1.57182510611253,4,3,4,21.600489906155826,0.035148876161667314,major_one_end,1,mixed,1,rigid,2,-0.000624585719336046,0.046728151481692404,0.07982500008712823,1.0310324575411243,1.3343889807161524,0.04219538580532492,3.5,1.2905357989383612,0.340899316450753,1.7988370063071755,1.1449985674340941,0.963605220847693,0.7702470660974869,1.5519005302225448,1.219481699923792,1.7126047655231125,0,0.09350825202128327,8.881279943537498,7,0.022009827869379325,0.039160342181050314,0.0504819373842657,0.026380767008195995
1541,Rejected row by quality filter: beam_m3_grav_kNm is unreasonably large,triple_twin_mega_cluster,206,7,2,8,3,13.214276338545877,13.866821111046587,8.910125513591789,9.834530294316034,1836.4102605806327,1,1,0.5701896920626194,1.4544222007905852,2.1156572162569405,1.4575229214809555,0.893042316693992,0.9651934785977003,0.8591931555171511,4.871389954252863,6.925244499182133,2.0200576962947085,2.9633258009047316,16.75978120391138,0.013363020010109219,0.020823463159937692,0.04301814456245457,0.10048196402484218,26.84585261846427,40.969421461457245,0.0,0.0,0.08502489049497176,0.6983218932585445,44.283425585396046,6,1.4077260720888525,6,2,5,44.283425585396046,0.030993891063213402,major_one_end,1,mixed,1,none,0,0.3424902261244783,0.2384669998127545,0.00624826635523823,1.7973309730994749,0.9872286799551048,0.06589805925803327,6.96724204220485,1.1731576017665346,0.13577193297256393,1.6562270650485096,1.457508842298979,0.997389304583727,0.7244411164595872,3.3321709562682926,1.6128966963467168,1.4726740050273543,2,0.021435299847750028,4.669190128474112,8,0.024517246077017777,0.04505786144499764,0.03403812700821051,0.03543240287851622
1542,Rejected row by quality filter: beam_m3_grav_kNm is unreasonably large,triple_twin_mega_cluster,228,9,2,10,3,12.208718184612703,12.711075497863352,9.923507532031975,11.373841666769883,2264.010051438028,1,1,0.7158594034997657,1.3439910510715296,2.2562597589303333,1.516557196780965,0.8483139152487331,1.0119199715231735,0.8502225463071336,1.8121868540971922,7.8136196201949994,2.2787072834282474,2.908670804137947,9.352554693499268,0.0804046272047821,0.08115168487412584,0.3535034902915078,0.13155886167890465,9.329585622242988,20.240885812440247,0.0,0.0,0.08150877522899237,1.2049395791129096,56.91235375316266,8,1.1607539392837602,6,2,5,56.91235375316266,0.02170996374063342,major_one_end,1,fixed,2,rigid,2,-0.2201171852472518,0.16602500969457018,-0.0017844060958865926,1.2359171321962057,2.1697184592856464,0.07738988784436801,3.5,1.279326281657781,0.2862718174660549,1.8860202755826485,1.029849383829411,1.2002125789011198,0.8343700361002686,47.536503951729976,1.038401123969878,1.6376605709117111,0,0.15649728483327324,3.630476010515388,0,0.02715492969102057,0.006052257293458122,0.07205658068965917,0.018624635147156694
